habit_id,student_id,study_hours_weekly,study_location,preferred_study_time,study_method,procrastination_level,organization_level,uses_study_aids,academic_term,academic_year,country
NGA_HAB_00046050,NGA_STU_00069215,5.1,Home,Morning,Video Tutorials,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00013659,NGA_STU_00081304,1.5,Online,Morning,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00023987,NGA_STU_00004944,3.8,Home,Variable,Video Tutorials,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00075619,NGA_STU_00026706,9.9,Library,Morning,Group Study,2.0,1.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00033017,NGA_STU_00045114,11.3,Home,Evening,Group Study,1.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00087934,NGA_STU_00040436,18.9,Library,Evening,Reading,3.0,2.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00005985,NGA_STU_00058819,17.3,Study Group,Evening,Note-taking,1.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00047410,NGA_STU_00026455,4.1,Library,Morning,Note-taking,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00037086,NGA_STU_00080538,3.7,Home,Afternoon,Note-taking,4.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00099103,NGA_STU_00098637,13.0,Online,Evening,Reading,2.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00007794,NGA_STU_00088992,8.8,Home,Afternoon,Video Tutorials,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00065422,NGA_STU_00021841,2.9,Study Group,Night,Group Study,1.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00057323,NGA_STU_00054326,6.8,Home,Night,Reading,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00093044,NGA_STU_00036167,9.0,Library,Evening,Video Tutorials,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00004253,NGA_STU_00047153,7.6,Home,Evening,Practice Problems,2.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00075114,NGA_STU_00066068,6.1,Study Group,Afternoon,Reading,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00047010,NGA_STU_00001920,9.2,Home,Afternoon,Group Study,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00033242,NGA_STU_00087059,7.6,Home,Evening,Note-taking,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00032015,NGA_STU_00011414,12.1,Study Group,Afternoon,Group Study,5.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00033294,NGA_STU_00038245,6.7,Library,,Reading,4.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00074423,NGA_STU_00008802,19.9,Home,Evening,Practice Problems,2.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00026211,NGA_STU_00078845,2.6,Online,Afternoon,Video Tutorials,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00019687,NGA_STU_00098510,9.1,Library,Evening,Note-taking,3.0,5.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00000161,NGA_STU_00043585,0.9,Home,Morning,Group Study,4.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00044371,NGA_STU_00029913,10.3,Home,Night,Group Study,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00041315,NGA_STU_00039210,9.3,Home,Morning,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00077025,NGA_STU_00041096,2.8,Online,Morning,Practice Problems,2.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00003357,NGA_STU_00084866,3.0,Online,Morning,Reading,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00075003,NGA_STU_00048754,6.9,Library,Afternoon,Reading,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00043673,NGA_STU_00075714,7.2,Classroom,Evening,Practice Problems,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00031265,NGA_STU_00045048,3.3,Classroom,Afternoon,Note-taking,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00065438,NGA_STU_00029878,3.6,Home,Morning,Reading,4.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00077950,NGA_STU_00086164,5.6,Home,Night,Flashcards,1.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00041219,NGA_STU_00085334,12.4,Library,Variable,,1.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00002441,NGA_STU_00025592,4.9,Home,Morning,Note-taking,,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00041649,NGA_STU_00047350,3.4,Home,Afternoon,Flashcards,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00072685,NGA_STU_00075525,5.1,Home,Afternoon,Practice Problems,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00054206,NGA_STU_00033246,14.0,Home,Afternoon,Reading,4.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00016222,NGA_STU_00097898,4.9,Home,Afternoon,Video Tutorials,5.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00042134,NGA_STU_00009127,8.0,Home,Afternoon,Group Study,2.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00080512,NGA_STU_00079766,6.9,Library,Evening,Reading,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00055306,NGA_STU_00099410,11.3,Library,Night,Practice Problems,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00050792,NGA_STU_00066045,10.0,Home,Night,Reading,3.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00082473,NGA_STU_00052801,11.7,Study Group,,,3.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00024413,NGA_STU_00003841,13.8,Home,Afternoon,Group Study,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00011941,NGA_STU_00083661,7.4,Library,Afternoon,Note-taking,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00029976,NGA_STU_00082844,7.5,Cafe,Afternoon,Note-taking,3.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00014487,NGA_STU_00051818,9.0,Home,Afternoon,Video Tutorials,4.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00090454,NGA_STU_00002067,3.4,Library,Morning,Group Study,2.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00090086,NGA_STU_00011584,5.5,Home,Afternoon,Video Tutorials,3.0,1.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00047477,NGA_STU_00056704,12.1,Library,Afternoon,Note-taking,1.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00022230,NGA_STU_00073480,8.1,Online,Night,Practice Problems,3.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00028137,NGA_STU_00090223,7.5,Library,Variable,Practice Problems,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00028441,NGA_STU_00051137,3.6,Library,Morning,Flashcards,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00067408,NGA_STU_00040649,4.6,,Afternoon,Group Study,2.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00090508,NGA_STU_00042475,2.3,Home,Afternoon,Flashcards,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00016816,NGA_STU_00096085,8.2,Study Group,Night,Group Study,2.0,4.0,True,Term 1,,Nigeria
NGA_HAB_00026743,NGA_STU_00039865,9.9,Online,Afternoon,Note-taking,3.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00086044,NGA_STU_00034262,12.3,Classroom,Afternoon,Reading,2.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00036841,NGA_STU_00010234,6.1,Library,Night,Video Tutorials,3.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00063614,NGA_STU_00016368,9.3,Home,Evening,Flashcards,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00029758,NGA_STU_00095395,3.1,Library,Morning,Note-taking,3.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00048271,NGA_STU_00011017,7.4,Study Group,Night,Video Tutorials,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00033255,NGA_STU_00092497,8.7,Classroom,Variable,Group Study,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00052069,NGA_STU_00099456,10.2,Study Group,Afternoon,Note-taking,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00067954,NGA_STU_00092834,6.4,Home,Night,Reading,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00090755,NGA_STU_00072425,10.5,Study Group,Afternoon,Flashcards,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00002391,NGA_STU_00055754,4.9,Library,Night,Practice Problems,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00093666,NGA_STU_00004905,6.9,Library,Evening,Note-taking,1.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00080056,NGA_STU_00065356,4.7,Cafe,Afternoon,Note-taking,4.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00090440,NGA_STU_00008722,7.4,Home,Morning,Note-taking,4.0,3.0,True,,2023/2024,Nigeria
NGA_HAB_00000966,NGA_STU_00034674,5.4,Library,Night,Practice Problems,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00072129,NGA_STU_00010476,14.5,Home,Evening,Group Study,4.0,2.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00080486,NGA_STU_00098110,10.8,Study Group,Afternoon,Practice Problems,3.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00061145,NGA_STU_00094786,9.8,Online,Night,Practice Problems,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00054315,NGA_STU_00094540,8.0,Library,Afternoon,Practice Problems,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00066849,NGA_STU_00030941,1.4,Home,Night,Reading,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00054372,NGA_STU_00008488,4.1,Classroom,Afternoon,Note-taking,5.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00011668,NGA_STU_00018526,8.8,Home,Evening,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00008266,NGA_STU_00084161,5.8,Study Group,Evening,Practice Problems,2.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00034566,NGA_STU_00022674,6.5,Study Group,Afternoon,Practice Problems,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00006071,NGA_STU_00041198,8.5,Home,Evening,Reading,3.0,1.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00074739,NGA_STU_00095315,5.7,Cafe,Night,Note-taking,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00066288,NGA_STU_00054752,3.3,Classroom,Morning,Note-taking,1.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00030708,NGA_STU_00095491,7.0,Study Group,Morning,Practice Problems,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00011965,NGA_STU_00033001,7.2,Online,Evening,Video Tutorials,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00014004,NGA_STU_00036776,8.7,Cafe,Evening,Reading,,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00071067,NGA_STU_00055777,9.9,Home,Evening,Group Study,3.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00036073,NGA_STU_00058399,8.6,Home,Variable,Reading,4.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00048550,NGA_STU_00055585,9.5,Cafe,Variable,Note-taking,2.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00064780,NGA_STU_00007536,3.7,,Variable,Reading,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00069448,NGA_STU_00075610,5.0,Library,Evening,Practice Problems,3.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00057048,NGA_STU_00061986,1.9,Study Group,Evening,Practice Problems,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00032342,NGA_STU_00070344,12.7,Study Group,Evening,Practice Problems,4.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00014370,NGA_STU_00000015,11.3,Library,Night,Practice Problems,2.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00060741,NGA_STU_00078133,6.5,Library,Afternoon,Video Tutorials,3.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00091832,NGA_STU_00011582,6.9,Online,Night,Note-taking,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00084537,NGA_STU_00044934,7.6,Study Group,Afternoon,Video Tutorials,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00038198,NGA_STU_00047084,11.9,Home,Evening,Note-taking,5.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00096793,NGA_STU_00032627,15.2,Home,Afternoon,Note-taking,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00094557,NGA_STU_00041305,4.7,,Afternoon,Reading,3.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00003306,NGA_STU_00090751,7.1,Home,Night,Reading,3.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00078286,NGA_STU_00005386,19.3,Online,Afternoon,Video Tutorials,4.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00085877,NGA_STU_00029704,5.2,Home,Evening,Practice Problems,3.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00092316,NGA_STU_00029998,9.4,Study Group,Morning,Video Tutorials,2.0,2.0,True,Term 3,2023/2024,
NGA_HAB_00082420,NGA_STU_00033245,14.1,Home,Night,Note-taking,3.0,2.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00023335,NGA_STU_00053730,8.5,Home,Morning,Note-taking,4.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00066721,NGA_STU_00041138,4.5,Online,Evening,Group Study,1.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00088978,NGA_STU_00025230,4.6,Home,Morning,Reading,4.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00069954,NGA_STU_00057547,10.3,,Night,Reading,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00025087,NGA_STU_00080138,20.3,Home,Evening,Practice Problems,2.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00058868,NGA_STU_00084247,5.7,Home,Variable,Note-taking,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00020364,NGA_STU_00087440,5.8,Study Group,Night,Flashcards,1.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00002968,NGA_STU_00095804,5.0,Study Group,Evening,Group Study,2.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00049328,NGA_STU_00031373,7.7,Home,Morning,Note-taking,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00081135,NGA_STU_00095712,6.7,Home,Evening,Reading,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00078635,NGA_STU_00067322,4.9,Classroom,Morning,Note-taking,2.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00033446,NGA_STU_00098202,7.2,Home,Morning,Video Tutorials,4.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00039207,NGA_STU_00011674,4.7,Library,Morning,Reading,5.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00073148,NGA_STU_00008594,10.8,Library,Evening,Reading,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00008384,NGA_STU_00063044,,Library,Morning,Group Study,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00026180,NGA_STU_00094026,6.3,Library,Afternoon,Group Study,3.0,1.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00029238,NGA_STU_00067398,10.9,Home,Morning,Note-taking,4.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00076963,NGA_STU_00098693,13.2,Classroom,Evening,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00048221,NGA_STU_00042129,10.2,Home,Afternoon,Flashcards,2.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00003785,NGA_STU_00019595,9.2,Library,Night,Reading,1.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00046067,NGA_STU_00089080,5.6,Home,Evening,Note-taking,5.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00044526,NGA_STU_00094450,4.5,Study Group,Night,Note-taking,2.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00063698,NGA_STU_00030089,9.2,Classroom,Evening,Reading,5.0,,True,Term 1,2023/2024,Nigeria
NGA_HAB_00038035,NGA_STU_00038570,9.9,Library,Variable,Note-taking,3.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00025453,NGA_STU_00061516,3.8,Cafe,Variable,Practice Problems,1.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00070380,NGA_STU_00050583,5.1,Library,Variable,Note-taking,2.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00030662,NGA_STU_00049662,3.4,Library,Evening,Video Tutorials,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00013695,NGA_STU_00075024,10.9,Library,Afternoon,Practice Problems,3.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00009454,NGA_STU_00027909,6.6,Home,Night,Reading,3.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00082512,NGA_STU_00094508,7.0,Library,Afternoon,Reading,2.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00055340,NGA_STU_00087043,,Study Group,Morning,Note-taking,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00076722,NGA_STU_00089274,7.6,Home,Night,Reading,1.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00026330,NGA_STU_00051134,12.0,Home,Morning,Reading,,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00036970,NGA_STU_00083870,7.3,Classroom,Morning,Video Tutorials,5.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00074902,NGA_STU_00054830,3.7,Classroom,Afternoon,Group Study,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00010205,NGA_STU_00039465,11.4,Online,Morning,Reading,2.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00060099,NGA_STU_00093136,11.3,Home,Evening,Note-taking,4.0,5.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00060894,NGA_STU_00020300,8.8,Classroom,Afternoon,Practice Problems,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00020061,NGA_STU_00050629,10.1,Classroom,Evening,Practice Problems,5.0,2.0,True,Term 3,,Nigeria
NGA_HAB_00066339,NGA_STU_00046436,7.1,Study Group,Morning,Group Study,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00030828,NGA_STU_00099612,6.8,Home,Evening,Note-taking,4.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00095715,NGA_STU_00037533,10.1,Home,Evening,Note-taking,3.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00051561,NGA_STU_00036598,5.8,Cafe,Morning,Video Tutorials,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00061066,NGA_STU_00000425,4.8,Home,Morning,Reading,1.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00082755,NGA_STU_00001555,7.5,Library,Afternoon,Note-taking,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00017037,NGA_STU_00003685,14.3,Library,Night,Note-taking,4.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00011761,NGA_STU_00069650,5.1,Home,Morning,Group Study,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00005957,NGA_STU_00019094,6.6,Home,Morning,Note-taking,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00019489,NGA_STU_00010977,10.9,Classroom,Night,Practice Problems,4.0,3.0,True,,2024/2025,Nigeria
NGA_HAB_00022379,NGA_STU_00014024,10.5,Home,Morning,Reading,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00045912,NGA_STU_00031135,11.1,Library,Afternoon,Group Study,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00058280,NGA_STU_00011891,13.6,Classroom,Evening,Practice Problems,2.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00041692,NGA_STU_00021320,9.2,Home,Morning,Practice Problems,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00060864,NGA_STU_00023015,4.0,Library,Morning,Note-taking,3.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00027851,NGA_STU_00079211,2.8,Online,Afternoon,Note-taking,3.0,1.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00019972,NGA_STU_00022343,9.0,Library,Morning,Reading,1.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00008813,NGA_STU_00083049,6.1,Library,Afternoon,Video Tutorials,3.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00001736,NGA_STU_00067675,12.5,Home,Evening,Note-taking,3.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00055053,NGA_STU_00029173,18.0,Home,Evening,Flashcards,1.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00053128,NGA_STU_00046051,4.6,Home,Evening,Video Tutorials,2.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00029946,NGA_STU_00099342,6.6,Home,Night,Reading,4.0,2.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00024506,NGA_STU_00067818,8.4,Library,Afternoon,Video Tutorials,4.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00098605,NGA_STU_00023774,9.8,Home,,Note-taking,1.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00030510,NGA_STU_00062546,5.2,Study Group,Evening,Practice Problems,4.0,1.0,True,,2024/2025,Nigeria
NGA_HAB_00017906,NGA_STU_00022289,4.1,Cafe,Afternoon,Group Study,2.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00047757,NGA_STU_00057325,5.9,Library,Evening,Practice Problems,4.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00070302,NGA_STU_00093780,4.8,Study Group,Night,Group Study,3.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00083450,NGA_STU_00082335,2.6,Library,Evening,Practice Problems,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00071061,NGA_STU_00063470,6.5,Online,Afternoon,Note-taking,5.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00078364,NGA_STU_00007681,9.0,Library,Afternoon,Note-taking,5.0,2.0,False,Term 3,2024/2025,
NGA_HAB_00009804,NGA_STU_00050493,7.7,Home,Morning,Reading,3.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00022367,NGA_STU_00001135,13.7,Library,Evening,Reading,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00061783,NGA_STU_00083292,4.8,Home,Morning,Note-taking,3.0,2.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00073394,NGA_STU_00069627,3.4,Study Group,Afternoon,Video Tutorials,3.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00007862,NGA_STU_00052311,8.3,Library,Evening,Note-taking,5.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00058888,NGA_STU_00052022,14.6,Home,Night,Reading,5.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00056474,NGA_STU_00007292,4.1,Study Group,Afternoon,Group Study,3.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00038351,NGA_STU_00038235,8.0,Library,Afternoon,Reading,2.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00045621,NGA_STU_00093594,6.4,Home,Night,Note-taking,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00043608,NGA_STU_00084506,8.0,Home,Morning,Practice Problems,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00048130,NGA_STU_00066157,12.1,Library,Night,Note-taking,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00001246,NGA_STU_00008577,10.7,Home,Variable,Reading,2.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00040717,NGA_STU_00035662,6.3,Library,Night,Practice Problems,4.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00034646,NGA_STU_00046887,10.0,Home,Afternoon,Group Study,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00082827,NGA_STU_00082399,8.6,Library,Night,Practice Problems,3.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00095587,NGA_STU_00099293,3.6,Home,Afternoon,Reading,2.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00095233,NGA_STU_00062707,,Home,Morning,Note-taking,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00085061,NGA_STU_00080761,8.0,Cafe,Afternoon,Practice Problems,2.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00020362,NGA_STU_00012588,9.5,Study Group,Evening,,4.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00010085,NGA_STU_00048075,11.6,Home,Afternoon,Flashcards,3.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00016435,NGA_STU_00098752,3.7,Home,Night,Note-taking,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00053479,NGA_STU_00075720,11.5,Library,Morning,Reading,1.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00064868,NGA_STU_00088545,5.9,Home,Afternoon,Group Study,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00073400,NGA_STU_00006415,7.3,Home,Variable,,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00015042,NGA_STU_00007758,3.7,Study Group,Variable,Note-taking,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00089801,NGA_STU_00053928,15.7,Home,Night,Note-taking,3.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00091211,NGA_STU_00093646,11.4,Home,Variable,Group Study,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00045827,NGA_STU_00089210,18.0,Home,Afternoon,Flashcards,3.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00051089,NGA_STU_00078451,8.2,Library,Afternoon,Reading,3.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00006606,NGA_STU_00024594,3.1,Home,Evening,Video Tutorials,5.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00074985,NGA_STU_00013477,10.5,Library,Evening,Reading,3.0,3.0,True,Term 1,2024/2025,Nigeria
